Team,Year,Division,Conference
South Dakota,2019,IAA,Missouri_V
South Dakota State,2004,IAA,Great_West
South Dakota State,2005,IAA,Great_West
South Dakota State,2006,IAA,Great_West
South Dakota State,2007,IAA,Great_West
South Dakota State,2008,IAA,Missouri_V
South Dakota State,2009,IAA,Missouri_V
South Dakota State,2010,IAA,Missouri_V
South Dakota State,2011,IAA,Missouri_V
South Dakota State,2012,IAA,Missouri_V
South Dakota State,2013,IAA,Missouri_V
South Dakota State,2014,IAA,Missouri_V
South Dakota State,2015,IAA,Missouri_V
South Dakota State,2016,IAA,Missouri_V
South Dakota State,2017,IAA,Missouri_V
South Dakota State,2018,IAA,Missouri_V
South Dakota State,2019,IAA,Missouri_V
South Florida,1998,IAA,Indep
South Florida,1999,IAA,Indep
South Florida,2000,IAA,Indep
South Florida,2001,IAA,Indep
South Florida,2002,IA,Indep
South Florida,2003,IA,CUSA
South Florida,2004,IA,CUSA
South Florida,2005,IA,Big_East
South Florida,2006,IA,Big_East
South Florida,2007,IA,Big_East
South Florida,2008,IA,Big_East
South Florida,2009,IA,Big_East
South Florida,2010,IA,Big_East
South Florida,2011,IA,Big_East
South Florida,2012,IA,Big_East
South Florida,2013,IA,Amer_Athl
South Florida,2014,IA,Amer_Athl
South Florida,2015,IA,Amer_Athl
South Florida,2016,IA,Amer_Athl
South Florida,2017,IA,Amer_Athl
South Florida,2018,IA,Amer_Athl
South Florida,2019,IA,Amer_Athl
Southeast Louisiana,2003,IAA,Indep
Southeast Louisiana,2004,IAA,Indep
Southeast Louisiana,2005,IAA,Indep
Southeast Louisiana,2006,IAA,Indep
Southeast Louisiana,2007,IAA,Southland
Southeast Louisiana,2008,IAA,Southland
Southeast Louisiana,2009,IAA,Southland
Southeast Louisiana,2010,IAA,Southland
Southeast Louisiana,2011,IAA,Southland
Southeast Louisiana,2012,IAA,Southland
Southeast Louisiana,2013,IAA,Southland
Southeast Louisiana,2014,IAA,Southland
Southeast Louisiana,2015,IAA,Southland
Southeast Louisiana,2016,IAA,Southland
Southeast Louisiana,2017,IAA,Southland
Southeast Louisiana,2018,IAA,Southland
Southeast Louisiana,2019,IAA,Southland
Southeast Missouri State,1998,IAA,Ohio_V
Southeast Missouri State,1999,IAA,Ohio_V
Southeast Missouri State,2000,IAA,Ohio_V
Southeast Missouri State,2001,IAA,Ohio_V
Southeast Missouri State,2002,IAA,Ohio_V
Southeast Missouri State,2003,IAA,Ohio_V
Southeast Missouri State,2004,IAA,Ohio_V
Southeast Missouri State,2005,IAA,Ohio_V
Southeast Missouri State,2006,IAA,Ohio_V
Southeast Missouri State,2007,IAA,Ohio_V
Southeast Missouri State,2008,IAA,Ohio_V
Southeast Missouri State,2009,IAA,Ohio_V
Southeast Missouri State,2010,IAA,Ohio_V
Southeast Missouri State,2011,IAA,Ohio_V
Southeast Missouri State,2012,IAA,Ohio_V
Southeast Missouri State,2013,IAA,Ohio_V
Southeast Missouri State,2014,IAA,Ohio_V
Southeast Missouri State,2015,IAA,Ohio_V
Southeast Missouri State,2016,IAA,Ohio_V
Southeast Missouri State,2017,IAA,Ohio_V
Southeast Missouri State,2018,IAA,Ohio_V
Southeast Missouri State,2019,IAA,Ohio_V
Southern,1998,IAA,SWAC
Southern,1999,IAA,SWAC
Southern,2000,IAA,SWAC
Southern,2001,IAA,SWAC
Southern,2002,IAA,SWAC
Southern,2003,IAA,SWAC
Southern,2004,IAA,SWAC
Southern,2005,IAA,SWAC
Southern,2006,IAA,SWAC
Southern,2007,IAA,SWAC
Southern,2008,IAA,SWAC
Southern,2009,IAA,SWAC
Southern,2010,IAA,SWAC
Southern,2011,IAA,SWAC
Southern,2012,IAA,SWAC
Southern,2013,IAA,SWAC
Southern,2014,IAA,SWAC
Southern,2015,IAA,SWAC
Southern,2016,IAA,SWAC
Southern,2017,IAA,SWAC
Southern,2018,IAA,SWAC
Southern,2019,IAA,SWAC
Southern California,1998,IA,PAC_10
Southern California,1999,IA,PAC_10
Southern California,2000,IA,PAC_10
Southern California,2001,IA,PAC_10
Southern California,2002,IA,PAC_10
Southern California,2003,IA,PAC_10
Southern California,2004,IA,PAC_10
Southern California,2005,IA,PAC_10
Southern California,2006,IA,PAC_10
Southern California,2007,IA,PAC_10
Southern California,2008,IA,PAC_10
Southern California,2009,IA,PAC_10
Southern California,2010,IA,PAC_10
Southern California,2011,IA,PAC_10
Southern California,2012,IA,PAC_12
Southern California,2013,IA,PAC_12
Southern California,2014,IA,PAC_12
Southern California,2015,IA,PAC_12
Southern California,2016,IA,PAC_12
Southern California,2017,IA,PAC_12
Southern California,2018,IA,PAC_12
Southern California,2019,IA,PAC_12
Southern Illinois,1998,IAA,Gateway
Southern Illinois,1999,IAA,Gateway
Southern Illinois,2000,IAA,Gateway
Southern Illinois,2001,IAA,Gateway
Southern Illinois,2002,IAA,Gateway
Southern Illinois,2003,IAA,Gateway
Southern Illinois,2004,IAA,Gateway
Southern Illinois,2005,IAA,Gateway
Southern Illinois,2006,IAA,Gateway
Southern Illinois,2007,IAA,Gateway
Southern Illinois,2008,IAA,Missouri_V
Southern Illinois,2009,IAA,Missouri_V
Southern Illinois,2010,IAA,Missouri_V
Southern Illinois,2011,IAA,Missouri_V
Southern Illinois,2012,IAA,Missouri_V
Southern Illinois,2013,IAA,Missouri_V
Southern Illinois,2014,IAA,Missouri_V
Southern Illinois,2015,IAA,Missouri_V
Southern Illinois,2016,IAA,Missouri_V
Southern Illinois,2017,IAA,Missouri_V
Southern Illinois,2018,IAA,Missouri_V
Southern Illinois,2019,IAA,Missouri_V
Southern Methodist,1998,IA,WAC
Southern Methodist,1999,IA,WAC
Southern Methodist,2000,IA,WAC
Southern Methodist,2001,IA,WAC
Southern Methodist,2002,IA,WAC
Southern Methodist,2003,IA,WAC
Southern Methodist,2004,IA,WAC
Southern Methodist,2005,IA,CUSA
Southern Methodist,2006,IA,CUSA
Southern Methodist,2007,IA,CUSA
Southern Methodist,2008,IA,CUSA
Southern Methodist,2009,IA,CUSA
Southern Methodist,2010,IA,CUSA
Southern Methodist,2011,IA,CUSA
Southern Methodist,2012,IA,CUSA
Southern Methodist,2013,IA,Amer_Athl
Southern Methodist,2014,IA,Amer_Athl
Southern Methodist,2015,IA,Amer_Athl
Southern Methodist,2016,IA,Amer_Athl
Southern Methodist,2017,IA,Amer_Athl
Southern Methodist,2018,IA,Amer_Athl
Southern Methodist,2019,IA,Amer_Athl
Southern Mississippi,1998,IA,CUSA
Southern Mississippi,1999,IA,CUSA
Southern Mississippi,2000,IA,CUSA
Southern Mississippi,2001,IA,CUSA
Southern Mississippi,2002,IA,CUSA
Southern Mississippi,2003,IA,CUSA
Southern Mississippi,2004,IA,CUSA
Southern Mississippi,2005,IA,CUSA
Southern Mississippi,2006,IA,CUSA
Southern Mississippi,2007,IA,CUSA
Southern Mississippi,2008,IA,CUSA
Southern Mississippi,2009,IA,CUSA
Southern Mississippi,2010,IA,CUSA
Southern Mississippi,2011,IA,CUSA
Southern Mississippi,2012,IA,CUSA
Southern Mississippi,2013,IA,CUSA
Southern Mississippi,2014,IA,CUSA
Southern Mississippi,2015,IA,CUSA
Southern Mississippi,2016,IA,CUSA
Southern Mississippi,2017,IA,CUSA
Southern Mississippi,2018,IA,CUSA
Southern Mississippi,2019,IA,CUSA
Southern Utah,1998,IAA,Indep
Southern Utah,1999,IAA,Indep
Southern Utah,2000,IAA,Indep
Southern Utah,2001,IAA,Indep
Southern Utah,2002,IAA,Indep
Southern Utah,2003,IAA,Indep
Southern Utah,2004,IAA,Great_West
Southern Utah,2005,IAA,Great_West
Southern Utah,2006,IAA,Great_West
Southern Utah,2007,IAA,Great_West
Southern Utah,2008,IAA,Great_West
Southern Utah,2009,IAA,Great_West
Southern Utah,2010,IAA,Great_West
Southern Utah,2011,IAA,Great_West
Southern Utah,2012,IAA,Big_Sky
Southern Utah,2013,IAA,Big_Sky
Southern Utah,2014,IAA,Big_Sky
Southern Utah,2015,IAA,Big_Sky
Southern Utah,2016,IAA,Big_Sky
Southern Utah,2017,IAA,Big_Sky
Southern Utah,2018,IAA,Big_Sky
Southern Utah,2019,IAA,Big_Sky
Southwest Missouri State,1998,IAA,Gateway
Southwest Missouri State,1999,IAA,Gateway
Southwest Missouri State,2000,IAA,Gateway
Southwest Missouri State,2001,IAA,Gateway
Southwest Missouri State,2002,IAA,Gateway
Southwest Missouri State,2003,IAA,Gateway
Southwest Missouri State,2004,IAA,Gateway
Southwest Missouri State,2005,IAA,Gateway
Southwest Missouri State,2006,IAA,Gateway
Texas State - San Marcos,1998,IAA,Southland
Texas State - San Marcos,1999,IAA,Southland
Texas State - San Marcos,2000,IAA,Southland
Texas State - San Marcos,2001,IAA,Southland
Texas State - San Marcos,2002,IAA,Southland
Texas State - San Marcos,2003,IAA,Southland
Stanford,1998,IA,PAC_10
Stanford,1999,IA,PAC_10
Stanford,2000,IA,PAC_10
Stanford,2001,IA,PAC_10
Stanford,2002,IA,PAC_10
Stanford,2003,IA,PAC_10
Stanford,2004,IA,PAC_10
Stanford,2005,IA,PAC_10
Stanford,2006,IA,PAC_10
Stanford,2007,IA,PAC_10
Stanford,2008,IA,PAC_10
Stanford,2009,IA,PAC_10
Stanford,2010,IA,PAC_10
Stanford,2011,IA,PAC_10
Stanford,2012,IA,PAC_12
Stanford,2013,IA,PAC_12
Stanford,2014,IA,PAC_12
Stanford,2015,IA,PAC_12
Stanford,2016,IA,PAC_12
Stanford,2017,IA,PAC_12
Stanford,2018,IA,PAC_12
Stanford,2019,IA,PAC_12
Stephen F. Austin,1998,IAA,Southland
Stephen F. Austin,1999,IAA,Southland
Stephen F. Austin,2000,IAA,Southland
Stephen F. Austin,2001,IAA,Southland
Stephen F. Austin,2002,IAA,Southland
Stephen F. Austin,2003,IAA,Southland
Stephen F. Austin,2004,IAA,Southland
Stephen F. Austin,2005,IAA,Southland
Stephen F. Austin,2006,IAA,Southland
Stephen F. Austin,2007,IAA,Southland
Stephen F. Austin,2008,IAA,Southland
Stephen F. Austin,2009,IAA,Southland
Stephen F. Austin,2010,IAA,Southland
Stephen F. Austin,2011,IAA,Southland
Stephen F. Austin,2012,IAA,Southland
Stephen F. Austin,2013,IAA,Southland
Stephen F. Austin,2014,IAA,Southland
Stephen F. Austin,2015,IAA,Southland
Stephen F. Austin,2016,IAA,Southland
Stephen F. Austin,2017,IAA,Southland
Stephen F. Austin,2018,IAA,Southland
Stephen F. Austin,2019,IAA,Southland
Stetson,2013,IAA,Pioneer
Stetson,2014,IAA,Pioneer
Stetson,2015,IAA,Pioneer
Stetson,2016,IAA,Pioneer
Stetson,2017,IAA,Pioneer
Stetson,2018,IAA,Pioneer
Stetson,2019,IAA,Pioneer
Stony Brook,1999,IAA,NE
Stony Brook,2000,IAA,NE
Stony Brook,2001,IAA,NE
Stony Brook,2002,IAA,NE
Stony Brook,2003,IAA,NE
Stony Brook,2004,IAA,NE
Stony Brook,2005,IAA,NE
Stony Brook,2006,IAA,NE
Stony Brook,2007,IAA,NE
Stony Brook,2008,IAA,Big_South
Stony Brook,2009,IAA,Big_South
Stony Brook,2010,IAA,Big_South
Stony Brook,2011,IAA,Big_South
Stony Brook,2012,IAA,Big_South
Stony Brook,2013,IAA,Colonial
Stony Brook,2014,IAA,Colonial
Stony Brook,2015,IAA,Colonial
Stony Brook,2016,IAA,Colonial
Stony Brook,2017,IAA,Colonial
Stony Brook,2018,IAA,Colonial
Stony Brook,2019,IAA,Colonial
Syracuse,1998,IA,Big_East
Syracuse,1999,IA,Big_East
Syracuse,2000,IA,Big_East
Syracuse,2001,IA,Big_East
Syracuse,2002,IA,Big_East
Syracuse,2003,IA,Big_East
Syracuse,2004,IA,Big_East
Syracuse,2005,IA,Big_East
Syracuse,2006,IA,Big_East
Syracuse,2007,IA,Big_East
Syracuse,2008,IA,Big_East
Syracuse,2009,IA,Big_East
Syracuse,2010,IA,Big_East
Syracuse,2011,IA,Big_East
Syracuse,2012,IA,Big_East
Syracuse,2013,IA,ACC
Syracuse,2014,IA,ACC
Syracuse,2015,IA,ACC
Syracuse,2016,IA,ACC
Syracuse,2017,IA,ACC
Syracuse,2018,IA,ACC
Syracuse,2019,IA,ACC
Temple,1998,IA,Big_East
Temple,1999,IA,Big_East
Temple,2000,IA,Big_East
Temple,2001,IA,Big_East
Temple,2002,IA,Big_East
Temple,2003,IA,Big_East
Temple,2004,IA,Big_East
Temple,2005,IA,Indep
Temple,2006,IA,Indep
Temple,2007,IA,MAC
Temple,2008,IA,MAC
Temple,2009,IA,MAC
Temple,2010,IA,MAC
Temple,2011,IA,MAC
Temple,2012,IA,Big_East
Temple,2013,IA,Amer_Athl
Temple,2014,IA,Amer_Athl
Temple,2015,IA,Amer_Athl
Temple,2016,IA,Amer_Athl
Temple,2017,IA,Amer_Athl
Temple,2018,IA,Amer_Athl
Temple,2019,IA,Amer_Athl
Tennessee,1998,IA,SEC
Tennessee,1999,IA,SEC
Tennessee,2000,IA,SEC
Tennessee,2001,IA,SEC
Tennessee,2002,IA,SEC
Tennessee,2003,IA,SEC
Tennessee,2004,IA,SEC
Tennessee,2005,IA,SEC
Tennessee,2006,IA,SEC
Tennessee,2007,IA,SEC
Tennessee,2008,IA,SEC
Tennessee,2009,IA,SEC
Tennessee,2010,IA,SEC
Tennessee,2011,IA,SEC
Tennessee,2012,IA,SEC
Tennessee,2013,IA,SEC
Tennessee,2014,IA,SEC
Tennessee,2015,IA,SEC
Tennessee,2016,IA,SEC
Tennessee,2017,IA,SEC
Tennessee,2018,IA,SEC
Tennessee,2019,IA,SEC
Tennessee - Chattanooga,2000,IAA,Southern
Tennessee - Chattanooga,2001,IAA,Southern
Tennessee - Chattanooga,2002,IAA,Southern
Tennessee - Chattanooga,2003,IAA,Southern
Tennessee - Chattanooga,2004,IAA,Southern
Tennessee - Chattanooga,2005,IAA,Southern
Tennessee - Chattanooga,2006,IAA,Southern
Tennessee - Chattanooga,2007,IAA,Southern
Tennessee - Chattanooga,2008,IAA,Southern
Tennessee - Chattanooga,2009,IAA,Southern
Tennessee - Chattanooga,2010,IAA,Southern
Tennessee - Chattanooga,2011,IAA,Southern
Tennessee - Chattanooga,2012,IAA,Southern
Tennessee - Chattanooga,2013,IAA,Southern
Tennessee - Chattanooga,2014,IAA,Southern
Tennessee - Chattanooga,2015,IAA,Southern
Tennessee - Chattanooga,2016,IAA,Southern
Tennessee - Chattanooga,2017,IAA,Southern
Tennessee - Chattanooga,2018,IAA,Southern
Tennessee - Chattanooga,2019,IAA,Southern
Tennessee - Martin,1998,IAA,Ohio_V
Tennessee - Martin,1999,IAA,Ohio_V
Tennessee - Martin,2000,IAA,Ohio_V
Tennessee - Martin,2001,IAA,Ohio_V
Tennessee - Martin,2002,IAA,Ohio_V
Tennessee - Martin,2003,IAA,Ohio_V
Tennessee - Martin,2004,IAA,Ohio_V
Tennessee - Martin,2005,IAA,Ohio_V
Tennessee - Martin,2006,IAA,Ohio_V
Tennessee - Martin,2007,IAA,Ohio_V
Tennessee - Martin,2008,IAA,Ohio_V
Tennessee - Martin,2009,IAA,Ohio_V
Tennessee - Martin,2010,IAA,Ohio_V
Tennessee - Martin,2011,IAA,Ohio_V
Tennessee - Martin,2012,IAA,Ohio_V
Tennessee - Martin,2013,IAA,Ohio_V
Tennessee - Martin,2014,IAA,Ohio_V
Tennessee - Martin,2015,IAA,Ohio_V
Tennessee - Martin,2016,IAA,Ohio_V
Tennessee - Martin,2017,IAA,Ohio_V
Tennessee - Martin,2018,IAA,Ohio_V
Tennessee - Martin,2019,IAA,Ohio_V
Tennessee State,1998,IAA,Ohio_V
Tennessee State,1999,IAA,Ohio_V
Tennessee State,2000,IAA,Ohio_V
Tennessee State,2001,IAA,Ohio_V
Tennessee State,2002,IAA,Ohio_V
Tennessee State,2003,IAA,Ohio_V
Tennessee State,2004,IAA,Ohio_V
Tennessee State,2005,IAA,Ohio_V
Tennessee State,2006,IAA,Ohio_V
Tennessee State,2007,IAA,Ohio_V
Tennessee State,2008,IAA,Ohio_V
Tennessee State,2009,IAA,Ohio_V
Tennessee State,2010,IAA,Ohio_V
Tennessee State,2011,IAA,Ohio_V
Tennessee State,2012,IAA,Ohio_V
Tennessee State,2013,IAA,Ohio_V
Tennessee State,2014,IAA,Ohio_V
Tennessee State,2015,IAA,Ohio_V
Tennessee State,2016,IAA,Ohio_V
Tennessee State,2017,IAA,Ohio_V
Tennessee State,2018,IAA,Ohio_V
Tennessee State,2019,IAA,Ohio_V
Tennessee Tech,1998,IAA,Ohio_V
Tennessee Tech,1999,IAA,Ohio_V
Tennessee Tech,2000,IAA,Ohio_V
Tennessee Tech,2001,IAA,Ohio_V
Tennessee Tech,2002,IAA,Ohio_V
Tennessee Tech,2003,IAA,Ohio_V
Tennessee Tech,2004,IAA,Ohio_V
Tennessee Tech,2005,IAA,Ohio_V
Tennessee Tech,2006,IAA,Ohio_V
Tennessee Tech,2007,IAA,Ohio_V
Tennessee Tech,2008,IAA,Ohio_V
Tennessee Tech,2009,IAA,Ohio_V
Tennessee Tech,2010,IAA,Ohio_V
Tennessee Tech,2011,IAA,Ohio_V
Tennessee Tech,2012,IAA,Ohio_V
Tennessee Tech,2013,IAA,Ohio_V
Tennessee Tech,2014,IAA,Ohio_V
Tennessee Tech,2015,IAA,Ohio_V
Tennessee Tech,2016,IAA,Ohio_V
Tennessee Tech,2017,IAA,Ohio_V
Tennessee Tech,2018,IAA,Ohio_V
Tennessee Tech,2019,IAA,Ohio_V
Texas,1998,IA,Big_12
Texas,1999,IA,Big_12
Texas,2000,IA,Big_12
Texas,2001,IA,Big_12
Texas,2002,IA,Big_12
Texas,2003,IA,Big_12
Texas,2004,IA,Big_12
Texas,2005,IA,Big_12
Texas,2006,IA,Big_12
Texas,2007,IA,Big_12
Texas,2008,IA,Big_12
Texas,2009,IA,Big_12
Texas,2010,IA,Big_12
Texas,2011,IA,Big_12
Texas,2012,IA,Big_12
Texas,2013,IA,Big_12
Texas,2014,IA,Big_12
Texas,2015,IA,Big_12
Texas,2016,IA,Big_12
Texas,2017,IA,Big_12
Texas,2018,IA,Big_12
Texas,2019,IA,Big_12
Texas - El Paso,1998,IA,WAC
Texas - El Paso,1999,IA,WAC
Texas - El Paso,2000,IA,WAC
Texas - El Paso,2001,IA,WAC
Texas - El Paso,2002,IA,WAC
Texas - El Paso,2003,IA,WAC
Texas - El Paso,2004,IA,WAC
Texas - El Paso,2005,IA,CUSA
Texas - El Paso,2006,IA,CUSA
Texas - El Paso,2007,IA,CUSA
Texas - El Paso,2008,IA,CUSA
Texas - El Paso,2009,IA,CUSA
Texas - El Paso,2010,IA,CUSA
Texas - El Paso,2011,IA,CUSA
Texas - El Paso,2012,IA,CUSA
Texas - El Paso,2013,IA,CUSA
Texas - El Paso,2014,IA,CUSA
Texas - El Paso,2015,IA,CUSA
Texas - El Paso,2016,IA,CUSA
Texas - El Paso,2017,IA,CUSA
Texas - El Paso,2018,IA,CUSA
Texas - El Paso,2019,IA,CUSA
Texas - San Antonio,2011,IAA,Indep
Texas - San Antonio,2012,IA,WAC
Texas - San Antonio,2013,IA,CUSA
Texas - San Antonio,2014,IA,CUSA
Texas - San Antonio,2015,IA,CUSA
Texas - San Antonio,2016,IA,CUSA
Texas - San Antonio,2017,IA,CUSA
Texas - San Antonio,2018,IA,CUSA
Texas - San Antonio,2019,IA,CUSA
Texas A&M,1998,IA,Big_12
Texas A&M,1999,IA,Big_12
Texas A&M,2000,IA,Big_12
Texas A&M,2001,IA,Big_12
Texas A&M,2002,IA,Big_12
Texas A&M,2003,IA,Big_12
Texas A&M,2004,IA,Big_12
Texas A&M,2005,IA,Big_12
Texas A&M,2006,IA,Big_12
Texas A&M,2007,IA,Big_12
Texas A&M,2008,IA,Big_12
Texas A&M,2009,IA,Big_12
Texas A&M,2010,IA,Big_12
Texas A&M,2011,IA,Big_12
Texas A&M,2012,IA,SEC
Texas A&M,2013,IA,SEC
Texas A&M,2014,IA,SEC
Texas A&M,2015,IA,SEC
Texas A&M,2016,IA,SEC
Texas A&M,2017,IA,SEC
Texas A&M,2018,IA,SEC
Texas A&M,2019,IA,SEC
Texas Christian,1998,IA,WAC
Texas Christian,1999,IA,WAC
Texas Christian,2000,IA,WAC
Texas Christian,2001,IA,CUSA
Texas Christian,2002,IA,CUSA
Texas Christian,2003,IA,CUSA
Texas Christian,2004,IA,CUSA
Texas Christian,2005,IA,MWC
Texas Christian,2006,IA,MWC
Texas Christian,2007,IA,MWC
Texas Christian,2008,IA,MWC
Texas Christian,2009,IA,MWC
Texas Christian,2010,IA,MWC
Texas Christian,2011,IA,MWC
Texas Christian,2012,IA,Big_12
Texas Christian,2013,IA,Big_12
Texas Christian,2014,IA,Big_12
Texas Christian,2015,IA,Big_12
Texas Christian,2016,IA,Big_12
Texas Christian,2017,IA,Big_12
Texas Christian,2018,IA,Big_12
Texas Christian,2019,IA,Big_12
Texas Southern,1998,IAA,SWAC
Texas Southern,1999,IAA,SWAC
Texas Southern,2000,IAA,SWAC
Texas Southern,2001,IAA,SWAC
Texas Southern,2002,IAA,SWAC
Texas Southern,2003,IAA,SWAC
Texas Southern,2004,IAA,SWAC
Texas Southern,2005,IAA,SWAC
Texas Southern,2006,IAA,SWAC
Texas Southern,2007,IAA,SWAC
Texas Southern,2008,IAA,SWAC
Texas Southern,2009,IAA,SWAC
Texas Southern,2010,IAA,SWAC
Texas Southern,2011,IAA,SWAC
Texas Southern,2012,IAA,SWAC
Texas Southern,2013,IAA,SWAC
Texas Southern,2014,IAA,SWAC
Texas Southern,2015,IAA,SWAC
Texas Southern,2016,IAA,SWAC
Texas Southern,2017,IAA,SWAC
Texas Southern,2018,IAA,SWAC
Texas Southern,2019,IAA,SWAC
Texas State - San Marcos,2004,IAA,Southland
Texas State - San Marcos,2005,IAA,Southland
Texas State - San Marcos,2006,IAA,Southland
Texas State - San Marcos,2007,IAA,Southland
Texas State - San Marcos,2008,IAA,Southland
Texas State - San Marcos,2009,IAA,Southland
Texas State - San Marcos,2010,IAA,Southland
Texas State - San Marcos,2011,IAA,Indep
Texas State - San Marcos,2012,IA,WAC
Texas State - San Marcos,2013,IA,Sun_Belt
Texas State - San Marcos,2014,IA,Sun_Belt
Texas State - San Marcos,2015,IA,Sun_Belt
Texas State - San Marcos,2016,IA,Sun_Belt
Texas State - San Marcos,2017,IA,Sun_Belt
Texas State - San Marcos,2018,IA,Sun_Belt
Texas State - San Marcos,2019,IA,Sun_Belt
Texas Tech,1998,IA,Big_12
Texas Tech,1999,IA,Big_12
Texas Tech,2000,IA,Big_12
Texas Tech,2001,IA,Big_12
Texas Tech,2002,IA,Big_12
Texas Tech,2003,IA,Big_12
Texas Tech,2004,IA,Big_12
Texas Tech,2005,IA,Big_12
Texas Tech,2006,IA,Big_12
Texas Tech,2007,IA,Big_12
Texas Tech,2008,IA,Big_12
Texas Tech,2009,IA,Big_12
Texas Tech,2010,IA,Big_12
Texas Tech,2011,IA,Big_12
Texas Tech,2012,IA,Big_12
Texas Tech,2013,IA,Big_12
Texas Tech,2014,IA,Big_12
Texas Tech,2015,IA,Big_12
Texas Tech,2016,IA,Big_12
Texas Tech,2017,IA,Big_12
Texas Tech,2018,IA,Big_12
Texas Tech,2019,IA,Big_12
The Citadel,1998,IAA,Southern
The Citadel,1999,IAA,Southern
The Citadel,2000,IAA,Southern
The Citadel,2001,IAA,Southern
The Citadel,2002,IAA,Southern
The Citadel,2003,IAA,Southern
The Citadel,2004,IAA,Southern
The Citadel,2005,IAA,Southern
The Citadel,2006,IAA,Southern
The Citadel,2007,IAA,Southern
The Citadel,2008,IAA,Southern
The Citadel,2009,IAA,Southern
The Citadel,2010,IAA,Southern
The Citadel,2011,IAA,Southern
The Citadel,2012,IAA,Southern
The Citadel,2013,IAA,Southern
The Citadel,2014,IAA,Southern
The Citadel,2015,IAA,Southern
The Citadel,2016,IAA,Southern
The Citadel,2017,IAA,Southern
The Citadel,2018,IAA,Southern
The Citadel,2019,IAA,Southern
Toledo,1998,IA,MAC
Toledo,1999,IA,MAC
Toledo,2000,IA,MAC
Toledo,2001,IA,MAC
Toledo,2002,IA,MAC
Toledo,2003,IA,MAC
Toledo,2004,IA,MAC
Toledo,2005,IA,MAC
Toledo,2006,IA,MAC
Toledo,2007,IA,MAC
Toledo,2008,IA,MAC
Toledo,2009,IA,MAC
Toledo,2010,IA,MAC
Toledo,2011,IA,MAC
Toledo,2012,IA,MAC
Toledo,2013,IA,MAC
Toledo,2014,IA,MAC
Toledo,2015,IA,MAC
Toledo,2016,IA,MAC
Toledo,2017,IA,MAC
Toledo,2018,IA,MAC
Toledo,2019,IA,MAC
Towson,1998,IAA,Patriot
Towson,1999,IAA,Patriot
Towson,2000,IAA,Patriot
Towson,2001,IAA,Patriot
Towson,2002,IAA,Patriot
Towson,2003,IAA,Patriot
Towson,2004,IAA,Atl_10
Towson,2005,IAA,Atl_10
Towson,2006,IAA,Atl_10
Towson,2007,IAA,Atl_10
Towson,2008,IAA,Colonial
Towson,2009,IAA,Colonial
Towson,2010,IAA,Colonial
Towson,2011,IAA,Colonial
Towson,2012,IAA,Colonial
Towson,2013,IAA,Colonial
Towson,2014,IAA,Colonial
Towson,2015,IAA,Colonial
Towson,2016,IAA,Colonial
Towson,2017,IAA,Colonial
Towson,2018,IAA,Colonial
Towson,2019,IAA,Colonial
Troy State,1998,IAA,Southland
Troy State,1999,IAA,Southland
Troy State,2000,IAA,Southland
Troy State,2001,IA,Indep
Troy State,2002,IA,Indep
Troy State,2003,IA,Indep
Troy State,2004,IA,Sun_Belt
Troy State,2005,IA,Sun_Belt
Troy State,2006,IA,Sun_Belt
Troy State,2007,IA,Sun_Belt
Troy State,2008,IA,Sun_Belt
Troy State,2009,IA,Sun_Belt
Troy State,2010,IA,Sun_Belt
Troy State,2011,IA,Sun_Belt
Troy State,2012,IA,Sun_Belt
Troy State,2013,IA,Sun_Belt
Troy State,2014,IA,Sun_Belt
Troy State,2015,IA,Sun_Belt
Troy State,2016,IA,Sun_Belt
Troy State,2017,IA,Sun_Belt
Troy State,2018,IA,Sun_Belt
Troy State,2019,IA,Sun_Belt
Tulane,1998,IA,CUSA
Tulane,1999,IA,CUSA
Tulane,2000,IA,CUSA
Tulane,2001,IA,CUSA
Tulane,2002,IA,CUSA
Tulane,2003,IA,CUSA
Tulane,2004,IA,CUSA
Tulane,2005,IA,CUSA
Tulane,2006,IA,CUSA
Tulane,2007,IA,CUSA
Tulane,2008,IA,CUSA
Tulane,2009,IA,CUSA
Tulane,2010,IA,CUSA
Tulane,2011,IA,CUSA
Tulane,2012,IA,CUSA
Tulane,2013,IA,CUSA
Tulane,2014,IA,Amer_Athl
Tulane,2015,IA,Amer_Athl
Tulane,2016,IA,Amer_Athl
Tulane,2017,IA,Amer_Athl
Tulane,2018,IA,Amer_Athl
Tulane,2019,IA,Amer_Athl
Tulsa,1998,IA,WAC
Tulsa,1999,IA,WAC
Tulsa,2000,IA,WAC
Tulsa,2001,IA,WAC
Tulsa,2002,IA,WAC
Tulsa,2003,IA,WAC
Tulsa,2004,IA,WAC
Tulsa,2005,IA,CUSA
Tulsa,2006,IA,CUSA
Tulsa,2007,IA,CUSA
Tulsa,2008,IA,CUSA
Tulsa,2009,IA,CUSA
Tulsa,2010,IA,CUSA
Tulsa,2011,IA,CUSA
Tulsa,2012,IA,CUSA
Tulsa,2013,IA,CUSA
Tulsa,2014,IA,Amer_Athl
Tulsa,2015,IA,Amer_Athl
Tulsa,2016,IA,Amer_Athl
Tulsa,2017,IA,Amer_Athl
Tulsa,2018,IA,Amer_Athl
Tulsa,2019,IA,Amer_Athl
Utah,1998,IA,MWC
Utah,1999,IA,MWC
Utah,2000,IA,MWC
Utah,2001,IA,MWC
