Team,Year,Division,Conference
Northern Iowa,2015,IAA,Missouri_V
Northern Iowa,2016,IAA,Missouri_V
Northern Iowa,2017,IAA,Missouri_V
Northern Iowa,2018,IAA,Missouri_V
Northern Iowa,2019,IAA,Missouri_V
Northwestern,1998,IA,Big_Ten
Northwestern,1999,IA,Big_Ten
Northwestern,2000,IA,Big_Ten
Northwestern,2001,IA,Big_Ten
Northwestern,2002,IA,Big_Ten
Northwestern,2003,IA,Big_Ten
Northwestern,2004,IA,Big_Ten
Northwestern,2005,IA,Big_Ten
Northwestern,2006,IA,Big_Ten
Northwestern,2007,IA,Big_Ten
Northwestern,2008,IA,Big_Ten
Northwestern,2009,IA,Big_Ten
Northwestern,2010,IA,Big_Ten
Northwestern,2011,IA,Big_Ten
Northwestern,2012,IA,Big_Ten
Northwestern,2013,IA,Big_Ten
Northwestern,2014,IA,Big_Ten
Northwestern,2015,IA,Big_Ten
Northwestern,2016,IA,Big_Ten
Northwestern,2017,IA,Big_Ten
Northwestern,2018,IA,Big_Ten
Northwestern,2019,IA,Big_Ten
Northwestern State,1998,IAA,Southland
Northwestern State,1999,IAA,Southland
Northwestern State,2000,IAA,Southland
Northwestern State,2001,IAA,Southland
Northwestern State,2002,IAA,Southland
Northwestern State,2003,IAA,Southland
Northwestern State,2004,IAA,Southland
Northwestern State,2005,IAA,Southland
Northwestern State,2006,IAA,Southland
Northwestern State,2007,IAA,Southland
Northwestern State,2008,IAA,Southland
Northwestern State,2009,IAA,Southland
Northwestern State,2010,IAA,Southland
Northwestern State,2011,IAA,Southland
Northwestern State,2012,IAA,Southland
Northwestern State,2013,IAA,Southland
Northwestern State,2014,IAA,Southland
Northwestern State,2015,IAA,Southland
Northwestern State,2016,IAA,Southland
Northwestern State,2017,IAA,Southland
Northwestern State,2018,IAA,Southland
Northwestern State,2019,IAA,Southland
Notre Dame,1998,IA,Indep
Notre Dame,1999,IA,Indep
Notre Dame,2000,IA,Indep
Notre Dame,2001,IA,Indep
Notre Dame,2002,IA,Indep
Notre Dame,2003,IA,Indep
Notre Dame,2004,IA,Indep
Notre Dame,2005,IA,Indep
Notre Dame,2006,IA,Indep
Notre Dame,2007,IA,Indep
Notre Dame,2008,IA,Indep
Notre Dame,2009,IA,Indep
Notre Dame,2010,IA,Indep
Notre Dame,2011,IA,Indep
Notre Dame,2012,IA,Indep
Notre Dame,2013,IA,Indep
Notre Dame,2014,IA,Indep
Notre Dame,2015,IA,Indep
Notre Dame,2016,IA,Indep
Notre Dame,2017,IA,Indep
Notre Dame,2018,IA,Indep
Notre Dame,2019,IA,Indep
Ohio,1998,IA,MAC
Ohio,1999,IA,MAC
Ohio,2000,IA,MAC
Ohio,2001,IA,MAC
Ohio,2002,IA,MAC
Ohio,2003,IA,MAC
Ohio,2004,IA,MAC
Ohio,2005,IA,MAC
Ohio,2006,IA,MAC
Ohio,2007,IA,MAC
Ohio,2008,IA,MAC
Ohio,2009,IA,MAC
Ohio,2010,IA,MAC
Ohio,2011,IA,MAC
Ohio,2012,IA,MAC
Ohio,2013,IA,MAC
Ohio,2014,IA,MAC
Ohio,2015,IA,MAC
Ohio,2016,IA,MAC
Ohio,2017,IA,MAC
Ohio,2018,IA,MAC
Ohio,2019,IA,MAC
Ohio State,1998,IA,Big_Ten
Ohio State,1999,IA,Big_Ten
Ohio State,2000,IA,Big_Ten
Ohio State,2001,IA,Big_Ten
Ohio State,2002,IA,Big_Ten
Ohio State,2003,IA,Big_Ten
Ohio State,2004,IA,Big_Ten
Ohio State,2005,IA,Big_Ten
Ohio State,2006,IA,Big_Ten
Ohio State,2007,IA,Big_Ten
Ohio State,2008,IA,Big_Ten
Ohio State,2009,IA,Big_Ten
Ohio State,2010,IA,Big_Ten
Ohio State,2011,IA,Big_Ten
Ohio State,2012,IA,Big_Ten
Ohio State,2013,IA,Big_Ten
Ohio State,2014,IA,Big_Ten
Ohio State,2015,IA,Big_Ten
Ohio State,2016,IA,Big_Ten
Ohio State,2017,IA,Big_Ten
Ohio State,2018,IA,Big_Ten
Ohio State,2019,IA,Big_Ten
Oklahoma,1998,IA,Big_12
Oklahoma,1999,IA,Big_12
Oklahoma,2000,IA,Big_12
Oklahoma,2001,IA,Big_12
Oklahoma,2002,IA,Big_12
Oklahoma,2003,IA,Big_12
Oklahoma,2004,IA,Big_12
Oklahoma,2005,IA,Big_12
Oklahoma,2006,IA,Big_12
Oklahoma,2007,IA,Big_12
Oklahoma,2008,IA,Big_12
Oklahoma,2009,IA,Big_12
Oklahoma,2010,IA,Big_12
Oklahoma,2011,IA,Big_12
Oklahoma,2012,IA,Big_12
Oklahoma,2013,IA,Big_12
Oklahoma,2014,IA,Big_12
Oklahoma,2015,IA,Big_12
Oklahoma,2016,IA,Big_12
Oklahoma,2017,IA,Big_12
Oklahoma,2018,IA,Big_12
Oklahoma,2019,IA,Big_12
Oklahoma State,1998,IA,Big_12
Oklahoma State,1999,IA,Big_12
Oklahoma State,2000,IA,Big_12
Oklahoma State,2001,IA,Big_12
Oklahoma State,2002,IA,Big_12
Oklahoma State,2003,IA,Big_12
Oklahoma State,2004,IA,Big_12
Oklahoma State,2005,IA,Big_12
Oklahoma State,2006,IA,Big_12
Oklahoma State,2007,IA,Big_12
Oklahoma State,2008,IA,Big_12
Oklahoma State,2009,IA,Big_12
Oklahoma State,2010,IA,Big_12
Oklahoma State,2011,IA,Big_12
Oklahoma State,2012,IA,Big_12
Oklahoma State,2013,IA,Big_12
Oklahoma State,2014,IA,Big_12
Oklahoma State,2015,IA,Big_12
Oklahoma State,2016,IA,Big_12
Oklahoma State,2017,IA,Big_12
Oklahoma State,2018,IA,Big_12
Oklahoma State,2019,IA,Big_12
Old Dominion,2009,IAA,Indep
Old Dominion,2010,IAA,Indep
Old Dominion,2011,IAA,Colonial
Old Dominion,2012,IAA,Colonial
Old Dominion,2013,IA,Indep
Old Dominion,2014,IA,CUSA
Old Dominion,2015,IA,CUSA
Old Dominion,2016,IA,CUSA
Old Dominion,2017,IA,CUSA
Old Dominion,2018,IA,CUSA
Old Dominion,2019,IA,CUSA
Oregon,1998,IA,PAC_10
Oregon,1999,IA,PAC_10
Oregon,2000,IA,PAC_10
Oregon,2001,IA,PAC_10
Oregon,2002,IA,PAC_10
Oregon,2003,IA,PAC_10
Oregon,2004,IA,PAC_10
Oregon,2005,IA,PAC_10
Oregon,2006,IA,PAC_10
Oregon,2007,IA,PAC_10
Oregon,2008,IA,PAC_10
Oregon,2009,IA,PAC_10
Oregon,2010,IA,PAC_10
Oregon,2011,IA,PAC_10
Oregon,2012,IA,PAC_12
Oregon,2013,IA,PAC_12
Oregon,2014,IA,PAC_12
Oregon,2015,IA,PAC_12
Oregon,2016,IA,PAC_12
Oregon,2017,IA,PAC_12
Oregon,2018,IA,PAC_12
Oregon,2019,IA,PAC_12
Oregon State,1998,IA,PAC_10
Oregon State,1999,IA,PAC_10
Oregon State,2000,IA,PAC_10
Oregon State,2001,IA,PAC_10
Oregon State,2002,IA,PAC_10
Oregon State,2003,IA,PAC_10
Oregon State,2004,IA,PAC_10
Oregon State,2005,IA,PAC_10
Oregon State,2006,IA,PAC_10
Oregon State,2007,IA,PAC_10
Oregon State,2008,IA,PAC_10
Oregon State,2009,IA,PAC_10
Oregon State,2010,IA,PAC_10
Oregon State,2011,IA,PAC_10
Oregon State,2012,IA,PAC_12
Oregon State,2013,IA,PAC_12
Oregon State,2014,IA,PAC_12
Oregon State,2015,IA,PAC_12
Oregon State,2016,IA,PAC_12
Oregon State,2017,IA,PAC_12
Oregon State,2018,IA,PAC_12
Oregon State,2019,IA,PAC_12
Penn State,1998,IA,Big_Ten
Penn State,1999,IA,Big_Ten
Penn State,2000,IA,Big_Ten
Penn State,2001,IA,Big_Ten
Penn State,2002,IA,Big_Ten
Penn State,2003,IA,Big_Ten
Penn State,2004,IA,Big_Ten
Penn State,2005,IA,Big_Ten
Penn State,2006,IA,Big_Ten
Penn State,2007,IA,Big_Ten
Penn State,2008,IA,Big_Ten
Penn State,2009,IA,Big_Ten
Penn State,2010,IA,Big_Ten
Penn State,2011,IA,Big_Ten
Penn State,2012,IA,Big_Ten
Penn State,2013,IA,Big_Ten
Penn State,2014,IA,Big_Ten
Penn State,2015,IA,Big_Ten
Penn State,2016,IA,Big_Ten
Penn State,2017,IA,Big_Ten
Penn State,2018,IA,Big_Ten
Penn State,2019,IA,Big_Ten
Pennsylvania,1998,IAA,Ivy
Pennsylvania,1999,IAA,Ivy
Pennsylvania,2000,IAA,Ivy
Pennsylvania,2001,IAA,Ivy
Pennsylvania,2002,IAA,Ivy
Pennsylvania,2003,IAA,Ivy
Pennsylvania,2004,IAA,Ivy
Pennsylvania,2005,IAA,Ivy
Pennsylvania,2006,IAA,Ivy
Pennsylvania,2007,IAA,Ivy
Pennsylvania,2008,IAA,Ivy
Pennsylvania,2009,IAA,Ivy
Pennsylvania,2010,IAA,Ivy
Pennsylvania,2011,IAA,Ivy
Pennsylvania,2012,IAA,Ivy
Pennsylvania,2013,IAA,Ivy
Pennsylvania,2014,IAA,Ivy
Pennsylvania,2015,IAA,Ivy
Pennsylvania,2016,IAA,Ivy
Pennsylvania,2017,IAA,Ivy
Pennsylvania,2018,IAA,Ivy
Pennsylvania,2019,IAA,Ivy
Pittsburgh,1998,IA,Big_East
Pittsburgh,1999,IA,Big_East
Pittsburgh,2000,IA,Big_East
Pittsburgh,2001,IA,Big_East
Pittsburgh,2002,IA,Big_East
Pittsburgh,2003,IA,Big_East
Pittsburgh,2004,IA,Big_East
Pittsburgh,2005,IA,Big_East
Pittsburgh,2006,IA,Big_East
Pittsburgh,2007,IA,Big_East
Pittsburgh,2008,IA,Big_East
Pittsburgh,2009,IA,Big_East
Pittsburgh,2010,IA,Big_East
Pittsburgh,2011,IA,Big_East
Pittsburgh,2012,IA,Big_East
Pittsburgh,2013,IA,ACC
Pittsburgh,2014,IA,ACC
Pittsburgh,2015,IA,ACC
Pittsburgh,2016,IA,ACC
Pittsburgh,2017,IA,ACC
Pittsburgh,2018,IA,ACC
Pittsburgh,2019,IA,ACC
Portland State,1998,IAA,Big_Sky
Portland State,1999,IAA,Big_Sky
Portland State,2000,IAA,Big_Sky
Portland State,2001,IAA,Big_Sky
Portland State,2002,IAA,Big_Sky
Portland State,2003,IAA,Big_Sky
Portland State,2004,IAA,Big_Sky
Portland State,2005,IAA,Big_Sky
Portland State,2006,IAA,Big_Sky
Portland State,2007,IAA,Big_Sky
Portland State,2008,IAA,Big_Sky
Portland State,2009,IAA,Big_Sky
Portland State,2010,IAA,Big_Sky
Portland State,2011,IAA,Big_Sky
Portland State,2012,IAA,Big_Sky
Portland State,2013,IAA,Big_Sky
Portland State,2014,IAA,Big_Sky
Portland State,2015,IAA,Big_Sky
Portland State,2016,IAA,Big_Sky
Portland State,2017,IAA,Big_Sky
Portland State,2018,IAA,Big_Sky
Portland State,2019,IAA,Big_Sky
Prairie View,1998,IAA,SWAC
Prairie View,1999,IAA,SWAC
Prairie View,2000,IAA,SWAC
Prairie View,2002,IAA,SWAC
Prairie View,2003,IAA,SWAC
Prairie View,2004,IAA,SWAC
Prairie View,2005,IAA,SWAC
Prairie View,2006,IAA,SWAC
Prairie View,2007,IAA,SWAC
Prairie View,2008,IAA,SWAC
Prairie View,2009,IAA,SWAC
Prairie View,2010,IAA,SWAC
Prairie View,2011,IAA,SWAC
Prairie View,2012,IAA,SWAC
Prairie View,2013,IAA,SWAC
Prairie View,2014,IAA,SWAC
Prairie View,2015,IAA,SWAC
Prairie View,2016,IAA,SWAC
Prairie View,2017,IAA,SWAC
Prairie View,2018,IAA,SWAC
Prairie View,2019,IAA,SWAC
Presbyterian,2008,IAA,Indep
Presbyterian,2009,IAA,Big_South
Presbyterian,2010,IAA,Big_South
Presbyterian,2011,IAA,Big_South
Presbyterian,2012,IAA,Big_South
Presbyterian,2013,IAA,Big_South
Presbyterian,2014,IAA,Big_South
Presbyterian,2015,IAA,Big_South
Presbyterian,2016,IAA,Big_South
Presbyterian,2017,IAA,Big_South
Presbyterian,2018,IAA,Big_South
Presbyterian,2019,IAA,Big_South
Princeton,1998,IAA,Ivy
Princeton,1999,IAA,Ivy
Princeton,2000,IAA,Ivy
Princeton,2001,IAA,Ivy
Princeton,2002,IAA,Ivy
Princeton,2003,IAA,Ivy
Princeton,2004,IAA,Ivy
Princeton,2005,IAA,Ivy
Princeton,2006,IAA,Ivy
Princeton,2007,IAA,Ivy
Princeton,2008,IAA,Ivy
Princeton,2009,IAA,Ivy
Princeton,2010,IAA,Ivy
Princeton,2011,IAA,Ivy
Princeton,2012,IAA,Ivy
Princeton,2013,IAA,Ivy
Princeton,2014,IAA,Ivy
Princeton,2015,IAA,Ivy
Princeton,2016,IAA,Ivy
Princeton,2017,IAA,Ivy
Princeton,2018,IAA,Ivy
Princeton,2019,IAA,Ivy
Purdue,1998,IA,Big_Ten
Purdue,1999,IA,Big_Ten
Purdue,2000,IA,Big_Ten
Purdue,2001,IA,Big_Ten
Purdue,2002,IA,Big_Ten
Purdue,2003,IA,Big_Ten
Purdue,2004,IA,Big_Ten
Purdue,2005,IA,Big_Ten
Purdue,2006,IA,Big_Ten
Purdue,2007,IA,Big_Ten
Purdue,2008,IA,Big_Ten
Purdue,2009,IA,Big_Ten
Purdue,2010,IA,Big_Ten
Purdue,2011,IA,Big_Ten
Purdue,2012,IA,Big_Ten
Purdue,2013,IA,Big_Ten
Purdue,2014,IA,Big_Ten
Purdue,2015,IA,Big_Ten
Purdue,2016,IA,Big_Ten
Purdue,2017,IA,Big_Ten
Purdue,2018,IA,Big_Ten
Purdue,2019,IA,Big_Ten
Rhode Island,1998,IAA,Atl_10
Rhode Island,1999,IAA,Atl_10
Rhode Island,2000,IAA,Atl_10
Rhode Island,2001,IAA,Atl_10
Rhode Island,2002,IAA,Atl_10
Rhode Island,2003,IAA,Atl_10
Rhode Island,2004,IAA,Atl_10
Rhode Island,2005,IAA,Atl_10
Rhode Island,2006,IAA,Atl_10
Rhode Island,2007,IAA,Atl_10
Rhode Island,2008,IAA,Colonial
Rhode Island,2009,IAA,Colonial
Rhode Island,2010,IAA,Colonial
Rhode Island,2011,IAA,Colonial
Rhode Island,2012,IAA,Colonial
Rhode Island,2013,IAA,Colonial
Rhode Island,2014,IAA,Colonial
Rhode Island,2015,IAA,Colonial
Rhode Island,2016,IAA,Colonial
Rhode Island,2017,IAA,Colonial
Rhode Island,2018,IAA,Colonial
Rhode Island,2019,IAA,Colonial
Rice,1998,IA,WAC
Rice,1999,IA,WAC
Rice,2000,IA,WAC
Rice,2001,IA,WAC
Rice,2002,IA,WAC
Rice,2003,IA,WAC
Rice,2004,IA,WAC
Rice,2005,IA,CUSA
Rice,2006,IA,CUSA
Rice,2007,IA,CUSA
Rice,2008,IA,CUSA
Rice,2009,IA,CUSA
Rice,2010,IA,CUSA
Rice,2011,IA,CUSA
Rice,2012,IA,CUSA
Rice,2013,IA,CUSA
Rice,2014,IA,CUSA
Rice,2015,IA,CUSA
Rice,2016,IA,CUSA
Rice,2017,IA,CUSA
Rice,2018,IA,CUSA
Rice,2019,IA,CUSA
Richmond,1998,IAA,Atl_10
Richmond,1999,IAA,Atl_10
Richmond,2000,IAA,Atl_10
Richmond,2001,IAA,Atl_10
Richmond,2002,IAA,Atl_10
Richmond,2003,IAA,Atl_10
Richmond,2004,IAA,Atl_10
Richmond,2005,IAA,Atl_10
Richmond,2006,IAA,Atl_10
Richmond,2007,IAA,Atl_10
Richmond,2008,IAA,Colonial
Richmond,2009,IAA,Colonial
Richmond,2010,IAA,Colonial
Richmond,2011,IAA,Colonial
Richmond,2012,IAA,Colonial
Richmond,2013,IAA,Colonial
Richmond,2014,IAA,Colonial
Richmond,2015,IAA,Colonial
Richmond,2016,IAA,Colonial
Richmond,2017,IAA,Colonial
Richmond,2018,IAA,Colonial
Richmond,2019,IAA,Colonial
Robert Morris,1998,IAA,NE
Robert Morris,1999,IAA,NE
Robert Morris,2000,IAA,NE
Robert Morris,2001,IAA,NE
Robert Morris,2002,IAA,NE
Robert Morris,2003,IAA,NE
Robert Morris,2004,IAA,NE
Robert Morris,2005,IAA,NE
Robert Morris,2006,IAA,NE
Robert Morris,2007,IAA,NE
Robert Morris,2008,IAA,NE
Robert Morris,2009,IAA,NE
Robert Morris,2010,IAA,NE
Robert Morris,2011,IAA,NE
Robert Morris,2012,IAA,NE
Robert Morris,2013,IAA,NE
Robert Morris,2014,IAA,NE
Robert Morris,2015,IAA,NE
Robert Morris,2016,IAA,NE
Robert Morris,2017,IAA,NE
Robert Morris,2018,IAA,NE
Robert Morris,2019,IAA,NE
Rutgers,1998,IA,Big_East
Rutgers,1999,IA,Big_East
Rutgers,2000,IA,Big_East
Rutgers,2001,IA,Big_East
Rutgers,2002,IA,Big_East
Rutgers,2003,IA,Big_East
Rutgers,2004,IA,Big_East
Rutgers,2005,IA,Big_East
Rutgers,2006,IA,Big_East
Rutgers,2007,IA,Big_East
Rutgers,2008,IA,Big_East
Rutgers,2009,IA,Big_East
Rutgers,2010,IA,Big_East
Rutgers,2011,IA,Big_East
Rutgers,2012,IA,Big_East
Rutgers,2013,IA,Amer_Athl
Rutgers,2014,IA,Big_Ten
Rutgers,2015,IA,Big_Ten
Rutgers,2016,IA,Big_Ten
Rutgers,2017,IA,Big_Ten
Rutgers,2018,IA,Big_Ten
Rutgers,2019,IA,Big_Ten
Sacramento State,1998,IAA,Big_Sky
Sacramento State,1999,IAA,Big_Sky
Sacramento State,2000,IAA,Big_Sky
Sacramento State,2001,IAA,Big_Sky
Sacramento State,2002,IAA,Big_Sky
Sacramento State,2003,IAA,Big_Sky
Sacramento State,2004,IAA,Big_Sky
Sacramento State,2005,IAA,Big_Sky
Sacramento State,2006,IAA,Big_Sky
Sacramento State,2007,IAA,Big_Sky
Sacramento State,2008,IAA,Big_Sky
Sacramento State,2009,IAA,Big_Sky
Sacramento State,2010,IAA,Big_Sky
Sacramento State,2011,IAA,Big_Sky
Sacramento State,2012,IAA,Big_Sky
Sacramento State,2013,IAA,Big_Sky
Sacramento State,2014,IAA,Big_Sky
Sacramento State,2015,IAA,Big_Sky
Sacramento State,2016,IAA,Big_Sky
Sacramento State,2017,IAA,Big_Sky
Sacramento State,2018,IAA,Big_Sky
Sacramento State,2019,IAA,Big_Sky
Sacred Heart,1998,IAA,NE
Sacred Heart,1999,IAA,NE
Sacred Heart,2000,IAA,NE
Sacred Heart,2001,IAA,NE
Sacred Heart,2002,IAA,NE
Sacred Heart,2003,IAA,NE
Sacred Heart,2004,IAA,NE
Sacred Heart,2005,IAA,NE
Sacred Heart,2006,IAA,NE
Sacred Heart,2007,IAA,NE
Sacred Heart,2008,IAA,NE
Sacred Heart,2009,IAA,NE
Sacred Heart,2010,IAA,NE
Sacred Heart,2011,IAA,NE
Sacred Heart,2012,IAA,NE
Sacred Heart,2013,IAA,NE
Sacred Heart,2014,IAA,NE
Sacred Heart,2015,IAA,NE
Sacred Heart,2016,IAA,NE
Sacred Heart,2017,IAA,NE
Sacred Heart,2018,IAA,NE
Sacred Heart,2019,IAA,NE
Saint Francis - Pennsylvania,1998,IAA,NE
Saint Francis - Pennsylvania,1999,IAA,NE
Saint Francis - Pennsylvania,2000,IAA,NE
Saint Francis - Pennsylvania,2001,IAA,NE
Saint Francis - Pennsylvania,2002,IAA,NE
Saint Francis - Pennsylvania,2003,IAA,NE
Saint Francis - Pennsylvania,2004,IAA,NE
Saint Francis - Pennsylvania,2005,IAA,NE
Saint Francis - Pennsylvania,2006,IAA,NE
Saint Francis - Pennsylvania,2007,IAA,NE
Saint Francis - Pennsylvania,2008,IAA,NE
Saint Francis - Pennsylvania,2009,IAA,NE
Saint Francis - Pennsylvania,2010,IAA,NE
Saint Francis - Pennsylvania,2011,IAA,NE
Saint Francis - Pennsylvania,2012,IAA,NE
Saint Francis - Pennsylvania,2013,IAA,NE
Saint Francis - Pennsylvania,2014,IAA,NE
Saint Francis - Pennsylvania,2015,IAA,NE
Saint Francis - Pennsylvania,2016,IAA,NE
Saint Francis - Pennsylvania,2017,IAA,NE
Saint Francis - Pennsylvania,2018,IAA,NE
Saint Francis - Pennsylvania,2019,IAA,NE
Saint John's,1998,IAA,Indep
Saint John's,1999,IAA,Indep
Saint John's,2000,IAA,Indep
Saint John's,2001,IAA,Indep
Saint John's,2002,IAA,Indep
Saint Mary's,1998,IAA,Indep
Saint Mary's,1999,IAA,Indep
Saint Mary's,2000,IAA,Indep
Saint Mary's,2001,IAA,Indep
Saint Mary's,2002,IAA,Indep
Saint Mary's,2003,IAA,Indep
Saint Peter's,1998,IAA,MAAC
Saint Peter's,1999,IAA,MAAC
Saint Peter's,2000,IAA,MAAC
Saint Peter's,2001,IAA,MAAC
Saint Peter's,2002,IAA,MAAC
Saint Peter's,2003,IAA,MAAC
Saint Peter's,2004,IAA,MAAC
Saint Peter's,2005,IAA,MAAC
Saint Peter's,2006,IAA,MAAC
Sam Houston State,1998,IAA,Southland
Sam Houston State,1999,IAA,Southland
Sam Houston State,2000,IAA,Southland
Sam Houston State,2001,IAA,Southland
Sam Houston State,2002,IAA,Southland
Sam Houston State,2003,IAA,Southland
Sam Houston State,2004,IAA,Southland
Sam Houston State,2005,IAA,Southland
Sam Houston State,2006,IAA,Southland
Sam Houston State,2007,IAA,Southland
Sam Houston State,2008,IAA,Southland
Sam Houston State,2009,IAA,Southland
Sam Houston State,2010,IAA,Southland
Sam Houston State,2011,IAA,Southland
Sam Houston State,2012,IAA,Southland
Sam Houston State,2013,IAA,Southland
Sam Houston State,2014,IAA,Southland
Sam Houston State,2015,IAA,Southland
Sam Houston State,2016,IAA,Southland
Sam Houston State,2017,IAA,Southland
Sam Houston State,2018,IAA,Southland
Sam Houston State,2019,IAA,Southland
Samford,1998,IAA,Indep
Samford,1999,IAA,Indep
Samford,2000,IAA,Indep
Samford,2001,IAA,Indep
Samford,2002,IAA,Indep
Samford,2003,IAA,Ohio_V
Samford,2004,IAA,Ohio_V
Samford,2005,IAA,Ohio_V
Samford,2006,IAA,Ohio_V
Samford,2007,IAA,Ohio_V
Samford,2008,IAA,Southern
Samford,2009,IAA,Southern
Samford,2010,IAA,Southern
Samford,2011,IAA,Southern
Samford,2012,IAA,Southern
Samford,2013,IAA,Southern
Samford,2014,IAA,Southern
Samford,2015,IAA,Southern
Samford,2016,IAA,Southern
Samford,2017,IAA,Southern
Samford,2018,IAA,Southern
Samford,2019,IAA,Southern
San Diego,1998,IAA,Pioneer
San Diego,1999,IAA,Pioneer
San Diego,2000,IAA,Pioneer
San Diego,2001,IAA,Pioneer
San Diego,2002,IAA,Pioneer
San Diego,2003,IAA,Pioneer
San Diego,2004,IAA,Pioneer
San Diego,2005,IAA,Pioneer
San Diego,2006,IAA,Pioneer
San Diego,2007,IAA,Pioneer
San Diego,2008,IAA,Pioneer
San Diego,2009,IAA,Pioneer
San Diego,2010,IAA,Pioneer
San Diego,2011,IAA,Pioneer
San Diego,2012,IAA,Pioneer
San Diego,2013,IAA,Pioneer
San Diego,2014,IAA,Pioneer
San Diego,2015,IAA,Pioneer
San Diego,2016,IAA,Pioneer
San Diego,2017,IAA,Pioneer
San Diego,2018,IAA,Pioneer
San Diego,2019,IAA,Pioneer
San Diego State,1998,IA,MWC
San Diego State,1999,IA,MWC
San Diego State,2000,IA,MWC
San Diego State,2001,IA,MWC
San Diego State,2002,IA,MWC
San Diego State,2003,IA,MWC
San Diego State,2004,IA,MWC
San Diego State,2005,IA,MWC
San Diego State,2006,IA,MWC
San Diego State,2007,IA,MWC
San Diego State,2008,IA,MWC
San Diego State,2009,IA,MWC
San Diego State,2010,IA,MWC
San Diego State,2011,IA,MWC
San Diego State,2012,IA,MWC
San Diego State,2013,IA,MWC
San Diego State,2014,IA,MWC
San Diego State,2015,IA,MWC
San Diego State,2016,IA,MWC
San Diego State,2017,IA,MWC
San Diego State,2018,IA,MWC
San Diego State,2019,IA,MWC
San Jose State,1998,IA,WAC
San Jose State,1999,IA,WAC
San Jose State,2000,IA,WAC
San Jose State,2001,IA,WAC
San Jose State,2002,IA,WAC
San Jose State,2003,IA,WAC
San Jose State,2004,IA,WAC
San Jose State,2005,IA,WAC
San Jose State,2006,IA,WAC
San Jose State,2007,IA,WAC
San Jose State,2008,IA,WAC
San Jose State,2009,IA,WAC
San Jose State,2010,IA,WAC
San Jose State,2011,IA,WAC
San Jose State,2012,IA,WAC
San Jose State,2013,IA,MWC
San Jose State,2014,IA,MWC
San Jose State,2015,IA,MWC
San Jose State,2016,IA,MWC
San Jose State,2017,IA,MWC
San Jose State,2018,IA,MWC
San Jose State,2019,IA,MWC
Savannah State,2002,IAA,Indep
Savannah State,2003,IAA,Indep
Savannah State,2004,IAA,Indep
Savannah State,2005,IAA,Indep
Savannah State,2006,IAA,Indep
Savannah State,2007,IAA,Indep
Savannah State,2008,IAA,Indep
Savannah State,2009,IAA,Indep
Savannah State,2010,IAA,MEAC
Savannah State,2011,IAA,MEAC
Savannah State,2012,IAA,MEAC
Savannah State,2013,IAA,MEAC
Savannah State,2014,IAA,MEAC
Savannah State,2015,IAA,MEAC
Savannah State,2016,IAA,MEAC
Savannah State,2017,IAA,MEAC
Savannah State,2018,IAA,MEAC
Siena,1998,IAA,MAAC
Siena,1999,IAA,MAAC
Siena,2000,IAA,MAAC
Siena,2001,IAA,MAAC
Siena,2002,IAA,MAAC
Siena,2003,IAA,MAAC
South Alabama,2011,IAA,Indep
South Alabama,2012,IA,Sun_Belt
South Alabama,2013,IA,Sun_Belt
South Alabama,2014,IA,Sun_Belt
South Alabama,2015,IA,Sun_Belt
South Alabama,2016,IA,Sun_Belt
South Alabama,2017,IA,Sun_Belt
South Alabama,2018,IA,Sun_Belt
South Alabama,2019,IA,Sun_Belt
South Carolina,1998,IA,SEC
South Carolina,1999,IA,SEC
South Carolina,2000,IA,SEC
South Carolina,2001,IA,SEC
South Carolina,2002,IA,SEC
South Carolina,2003,IA,SEC
South Carolina,2004,IA,SEC
South Carolina,2005,IA,SEC
South Carolina,2006,IA,SEC
South Carolina,2007,IA,SEC
South Carolina,2008,IA,SEC
South Carolina,2009,IA,SEC
South Carolina,2010,IA,SEC
South Carolina,2011,IA,SEC
South Carolina,2012,IA,SEC
South Carolina,2013,IA,SEC
South Carolina,2014,IA,SEC
South Carolina,2015,IA,SEC
South Carolina,2016,IA,SEC
South Carolina,2017,IA,SEC
South Carolina,2018,IA,SEC
South Carolina,2019,IA,SEC
South Carolina State,1998,IAA,MEAC
South Carolina State,1999,IAA,MEAC
South Carolina State,2000,IAA,MEAC
South Carolina State,2001,IAA,MEAC
South Carolina State,2002,IAA,MEAC
South Carolina State,2003,IAA,MEAC
South Carolina State,2004,IAA,MEAC
South Carolina State,2005,IAA,MEAC
South Carolina State,2006,IAA,MEAC
South Carolina State,2007,IAA,MEAC
South Carolina State,2008,IAA,MEAC
South Carolina State,2009,IAA,MEAC
South Carolina State,2010,IAA,MEAC
South Carolina State,2011,IAA,MEAC
South Carolina State,2012,IAA,MEAC
South Carolina State,2013,IAA,MEAC
South Carolina State,2014,IAA,MEAC
South Carolina State,2015,IAA,MEAC
South Carolina State,2016,IAA,MEAC
South Carolina State,2017,IAA,MEAC
South Carolina State,2018,IAA,MEAC
South Carolina State,2019,IAA,MEAC
South Dakota,2008,IAA,Great_West
South Dakota,2009,IAA,Great_West
South Dakota,2010,IAA,Great_West
South Dakota,2011,IAA,Great_West
South Dakota,2012,IAA,Missouri_V
South Dakota,2013,IAA,Missouri_V
South Dakota,2014,IAA,Missouri_V
South Dakota,2015,IAA,Missouri_V
South Dakota,2016,IAA,Missouri_V
South Dakota,2017,IAA,Missouri_V
South Dakota,2018,IAA,Missouri_V
