,teamName,teamId,year,offense,defense
206,Lamar,105,2021,5.094117519618063,6.817093448494103
207,Lamar,105,2022,8.551032436505908,6.698054130981247
208,Lehigh,106,2021,4.428283421824258,8.251976432973546
209,Lehigh,106,2022,7.808550189899553,5.634643815998355
210,Liberty,107,2021,10.231467431996162,8.045658837909532
211,Liberty,107,2022,11.531715764374814,7.112688616197628
212,Long Island,108,2021,4.67792912649598,5.558273468179979
213,Long Island,108,2022,6.664820157962833,7.9230693255996485
214,Louisiana - Lafayette,109,2021,10.02899375606407,8.321941311329104
215,Louisiana - Lafayette,109,2022,9.855709814480482,7.811752429210399
216,Louisiana State,110,2021,11.221131193618865,6.801586701060727
217,Louisiana State,110,2022,11.814854026830652,6.547352528830824
218,Louisiana Tech,111,2021,11.313746099181287,3.81722906974003
219,Louisiana Tech,111,2022,9.356521236387286,6.206107497678287
220,Louisville,112,2021,11.283216859261843,6.963403549080624
221,Louisville,112,2022,9.852727727976415,7.975527159121498
222,Maine,113,2021,8.241384409111944,6.377961440642834
223,Maine,113,2022,5.767380104674564,6.27893494729509
224,Marist,114,2021,5.704636780669065,5.063019584148809
225,Marist,114,2022,5.990702321665512,4.174883555910099
226,Marshall,115,2021,10.17607821226534,7.555011291470479
227,Marshall,115,2022,10.959853893391337,8.80495395219613
228,Maryland,116,2021,10.262976058334209,7.65181308435197
229,Maryland,116,2022,9.638364471060203,7.814649001398039
230,Massachusetts,117,2021,6.743868031415241,6.404011361966417
231,Massachusetts,117,2022,8.548536985718869,5.939879906668576
232,McNeese State,118,2021,6.643486617423216,8.377823503197487
233,McNeese State,118,2022,6.459240294445237,4.582687088088069
234,Memphis,119,2021,11.574832697437323,4.696406498065791
235,Memphis,119,2022,10.394147155314078,7.300071640005838
236,Mercer,120,2021,8.197730942174935,7.79423387072446
237,Mercer,120,2022,8.861592199980157,6.8752269511054145
238,Miami - Florida,122,2021,11.758495771854195,6.233763393989486
239,Miami - Florida,122,2022,10.8278175740931,8.576353229842853
240,Miami - Ohio,123,2021,10.034108180204694,6.7244591870675
241,Miami - Ohio,123,2022,9.133014191954835,6.641826225002627
242,Michigan,124,2021,11.937713792268811,9.297220816593377
243,Michigan,124,2022,11.318700023710578,8.79046175490667
244,Michigan State,125,2021,11.940646618321047,7.313307301231658
245,Michigan State,125,2022,11.24107703536953,9.188047141686209
246,Middle Tennessee State,126,2021,9.694397786790022,7.525145393995668
247,Middle Tennessee State,126,2022,9.301472221676898,6.847496454690893
248,Minnesota,127,2021,10.647311037356573,8.642954007649879
249,Minnesota,127,2022,10.863265580652014,8.776142634341559
250,Mississippi,128,2021,12.192705831687501,6.8686019373003955
251,Mississippi,128,2022,10.01029074243417,8.671618181036225
252,Mississippi State,129,2021,10.535180277934394,7.794406810843451
253,Mississippi State,129,2022,11.987028971860065,9.000651748727032
254,Mississippi Valley State,130,2021,6.914194700488628,5.044418858340625
255,Mississippi Valley State,130,2022,6.725680671039931,6.220412407085798
256,Missouri,131,2021,11.925879878498913,4.471620850293314
257,Missouri,131,2022,10.56300007111944,7.301384836158602
258,Missouri State,132,2021,12.168825827284097,4.384621883675933
259,Missouri State,132,2022,8.275208041245671,5.9403698712652755
260,Monmouth,133,2021,8.79230476569752,6.530095720044178
261,Monmouth,133,2022,9.053734331923511,3.1243284970498
262,Montana,134,2021,8.645567867844193,8.888616076958028
263,Montana,134,2022,8.990835217001742,7.2092037497563854
264,Montana State,135,2021,8.598019314553166,8.898343875278279
265,Montana State,135,2022,8.533362277518151,6.483135445862539
266,Morehead State,136,2021,7.72128428225408,2.7243793328946366
267,Morehead State,136,2022,5.5626053112018345,3.6261532548779387
268,Morgan State,137,2021,4.96357655715995,6.165708312110863
269,Morgan State,137,2022,6.915674835825822,5.440721183275602
270,Murray State,138,2021,7.614928800375006,5.601338661456071
271,Murray State,138,2022,6.209943790171154,5.369399494902596
272,Navy,139,2021,8.928549570528634,7.983496386069808
273,Navy,139,2022,8.504176921633348,5.947354113329067
274,Nebraska,140,2021,11.159252940234843,8.117642761552409
275,Nebraska,140,2022,11.784329573334807,5.253408408943412
276,Nevada - Las Vegas,141,2021,9.239655248657133,6.746630842926276
277,Nevada - Las Vegas,141,2022,9.995996332077977,6.3487465530558005
278,Nevada - Reno,142,2021,11.955644756358938,5.827994543142206
279,Nevada - Reno,142,2022,9.47757034437099,7.206472049565267
280,New Hampshire,143,2021,7.197023581790968,6.533870286830468
281,New Hampshire,143,2022,8.367589271591118,4.853231585620462
282,New Mexico,144,2021,6.355772450328884,8.882726532269182
283,New Mexico,144,2022,8.325341859039163,8.304190693788335
284,New Mexico State,145,2021,9.17141980620016,4.776400905729649
285,New Mexico State,145,2022,7.656162102018172,7.12872919754151
286,Nicholls State,146,2021,9.373638632386488,5.64840814973481
287,Nicholls State,146,2022,5.935071222572733,7.160140936768005
288,Norfolk State,147,2021,9.421572353740785,3.2842055171108573
289,Norfolk State,147,2022,6.567736721041149,6.373600255774478
290,North Alabama,148,2021,10.02766206281875,3.2203141749284416
291,North Alabama,148,2022,6.9048547052103295,4.819231392298561
292,North Carolina,149,2021,12.657084998466887,4.596859902058096
293,North Carolina,149,2022,12.086193835238166,2.9626680595146717
294,North Carolina A&T,151,2021,7.459253885448433,6.379104957717035
295,North Carolina A&T,151,2022,6.168764150492169,5.206150343938608
296,North Carolina Central,152,2021,8.050067772827196,4.249352918112143
297,North Carolina Central,152,2022,7.443645835037329,6.079981864674202
298,North Carolina State,153,2021,10.786378657122675,8.776410067901073
299,North Carolina State,153,2022,10.112610363240139,9.398373096444963
300,North Dakota,154,2021,9.328318111306977,7.298645612172886
301,North Dakota,154,2022,8.688019138894354,6.3113788552611565
302,North Dakota State,155,2021,9.121466401647849,10.554445193446394
303,North Dakota State,155,2022,9.065886061448486,7.203344014927255
304,Northeast Louisiana,156,2021,9.126725008886634,5.894587994344927
305,Northeast Louisiana,156,2022,8.985235108843895,6.411210666283945
306,Northern Arizona,157,2021,8.376074079751803,5.8803427924088245
307,Northern Arizona,157,2022,5.69938809937897,7.536764378607811
308,Northern Colorado,158,2021,5.985951341457948,7.666543110255483
309,Northern Colorado,158,2022,7.16471072309452,4.28108304042766
310,Northern Illinois,159,2021,11.674506569317408,4.11403663377093
311,Northern Illinois,159,2022,9.477495637504928,5.843260163035424
312,Northern Iowa,160,2021,8.856999555679058,9.27932552314367
313,Northern Iowa,160,2022,9.662240038621055,5.171013240080562
314,North Texas,161,2021,9.069023428759909,7.286898953621055
315,North Texas,161,2022,9.109968109110362,6.973880585448633
316,Northwestern,162,2021,8.264658322302543,8.41116569094843
317,Northwestern,162,2022,11.760479968502697,5.687896873943293
318,Northwestern State,163,2021,6.754691261237235,5.576912439247459
319,Northwestern State,163,2022,5.922613189291985,3.968541620330772
320,Notre Dame,164,2021,11.766261803649195,8.44923824504626
321,Notre Dame,164,2022,10.435844519087558,8.917439244433643
322,Ohio,165,2021,9.095076565334091,5.751833821019937
323,Ohio,165,2022,10.915526084316728,5.413759404761515
324,Ohio State,166,2021,13.24095091692272,8.03808876138576
325,Ohio State,166,2022,11.588394853292977,9.683653933997094
326,Oklahoma,167,2021,12.957595093118764,6.434103304723316
327,Oklahoma,167,2022,10.667334637327581,8.684627238206271
328,Oklahoma State,168,2021,11.077569387048726,9.521988017327219
329,Oklahoma State,168,2022,12.235051415771169,5.657167577016416
330,Old Dominion,169,2021,8.965379529807164,7.5076905890986385
331,Old Dominion,169,2022,10.572257497988376,6.973361427914479
332,Oregon,170,2021,11.702928052310419,6.678790052989118
333,Oregon,170,2022,8.984454815664614,6.593351579166509
334,Oregon State,171,2021,11.942472225053255,5.992034021993564
335,Oregon State,171,2022,11.558477800091557,7.709222769031439
336,Penn State,172,2021,10.896639422413713,8.899480078282307
337,Penn State,172,2022,12.433341845420877,8.0263692164749
338,Pennsylvania,173,2021,6.550330235093531,7.147246544338625
339,Pennsylvania,173,2022,7.694884091447714,5.613700341866554
340,Pittsburgh,174,2021,12.117465662416201,7.34813429979152
341,Pittsburgh,174,2022,12.283668570578362,5.865003565019436
342,Portland State,175,2021,10.04128328667365,4.631112855875131
343,Portland State,175,2022,8.461436784793547,6.5894270512978785
344,Prairie View,176,2021,7.5109273590938646,5.066082718994475
345,Prairie View,176,2022,8.620608728518103,5.867684134053789
346,Presbyterian,177,2021,6.154334070161078,0.0
347,Presbyterian,177,2022,6.563557832138886,4.894527069606231
348,Princeton,178,2021,8.552240825801677,7.494376642340184
349,Princeton,178,2022,7.694884091447714,5.613700341866554
350,Purdue,179,2021,11.044428474880247,8.54543836691701
351,Purdue,179,2022,11.585863833450361,7.524370820778345
352,Rhode Island,180,2021,7.8922569649698,6.2752947799889
353,Rhode Island,180,2022,9.108240067562328,7.128506010440452
354,Rice,181,2021,8.17901434703235,6.711260506231411
355,Rice,181,2022,8.932745998112928,6.219712464519083
356,Richmond,182,2021,8.731188630230172,6.682540059306319
357,Richmond,182,2022,8.806856193912862,6.382730420799593
358,Robert Morris,183,2021,7.474602301006775,4.880199370809526
359,Robert Morris,183,2022,7.442763367713465,5.499576656229818
360,Rutgers,184,2021,8.174075796985694,9.76847623465174
361,Rutgers,184,2022,9.973939099305015,8.32854510087165
362,Sacramento State,185,2021,9.50649596816251,7.117402666093315
363,Sacramento State,185,2022,9.535750776031627,7.1072532651546965
364,Sacred Heart,186,2021,6.147643902129004,7.120945087180844
365,Sacred Heart,186,2022,5.769479512525226,7.477468660421078
