Season,RoundNumber,RoundName,Date,HomeFlag,Score1,Team1,Score2,Team2
2024,0,weekb0,2024-08-24,team1Home,-1,Hawaii,-1,Delaware State
2024,0,weekb0,2024-08-24,neutral,-1,Norfolk State,-1,Florida A&M
2024,0,weekb0,2024-08-24,team1Home,-1,New Mexico,-1,Montana State
2024,0,weekb0,2024-08-24,team1Home,-1,Nevada - Reno,-1,Southern Methodist
2024,0,weekb0,2024-08-24,neutral,-1,Florida State,-1,Georgia Tech
2024,0,weekb0,2024-08-24,team1Home,-1,Tarleton State,-1,McNeese State
2024,0,weekb0,2024-08-24,neutral,-1,North Alabama,-1,Southeast Missouri State
2024,1,weekb1,2024-08-29,team1Home,-1,San Jose State,-1,Sacramento State
2024,1,weekb1,2024-08-29,team1Home,-1,Alabama - Birmingham,-1,Alcorn State
2024,1,weekb1,2024-08-29,team1Home,-1,Jacksonville State,-1,Coastal Carolina
2024,1,weekb1,2024-08-29,team1Home,-1,Toledo,-1,Duquesne
2024,1,weekb1,2024-08-29,team1Home,-1,Illinois,-1,Eastern Illinois
2024,1,weekb1,2024-08-29,team1Home,-1,Eastern Washington,-1,Monmouth
2024,1,weekb1,2024-08-29,neutral,-1,Arkansas - Pine Bluff,-1,Arkansas
2024,1,weekb1,2024-08-29,team1Home,-1,Northeast Louisiana,-1,Jackson State
2024,1,weekb1,2024-08-29,team1Home,-1,Kansas,-1,Lindenwood
2024,1,weekb1,2024-08-29,team1Home,-1,Mercer,-1,Presbyterian
2024,1,weekb1,2024-08-29,team1Home,-1,Missouri,-1,Murray State
2024,1,weekb1,2024-08-29,team1Home,-1,Wake Forest,-1,North Carolina A&T
2024,1,weekb1,2024-08-29,team1Home,-1,Colorado,-1,North Dakota State
2024,1,weekb1,2024-08-29,team1Home,-1,Tulsa,-1,Northwestern State
2024,1,weekb1,2024-08-29,team1Home,-1,Rutgers,-1,Howard
2024,1,weekb1,2024-08-29,team1Home,-1,Tulane,-1,Southeast Louisiana
2024,1,weekb1,2024-08-29,team1Home,-1,Utah,-1,Southern Utah
2024,1,weekb1,2024-08-29,team1Home,-1,Villanova,-1,Youngstown State
2024,1,weekb1,2024-08-29,team1Home,-1,William & Mary,-1,Virginia Military
2024,1,weekb1,2024-08-29,team1Home,-1,North Carolina State,-1,Western Carolina
2024,1,weekb1,2024-08-29,team1Home,-1,Gardner - Webb,-1,Wofford
2024,1,weekb1,2024-08-29,team1Home,-1,Buffalo,-1,Lafayette
2024,1,weekb1,2024-08-29,team1Home,-1,Minnesota,-1,North Carolina
2024,1,weekb1,2024-08-29,team1Home,-1,Central Florida,-1,New Hampshire
2024,1,weekb1,2024-08-29,team1Home,-1,Bowling Green,-1,Fordham
2024,1,weekb1,2024-08-29,team1Home,-1,Central Michigan,-1,Central Connecticut
2024,1,weekb1,2024-08-29,team1Home,-1,Delaware,-1,Bryant
2024,1,weekb1,2024-08-30,team1Home,-1,Duke,-1,Elon
2024,1,weekb1,2024-08-30,team1Home,-1,Michigan State,-1,Florida Atlantic
2024,1,weekb1,2024-08-30,team1Home,-1,Maine,-1,Colgate
2024,1,weekb1,2024-08-30,team1Home,-1,Stanford,-1,Texas Christian
2024,1,weekb1,2024-08-30,team1Home,-1,Wisconsin,-1,Western Michigan
2024,1,weekb1,2024-08-30,team1Home,-1,Army,-1,Lehigh
2024,1,weekb1,2024-08-30,team1Home,-1,Oklahoma,-1,Temple
2024,1,weekb1,2024-08-31,team1Home,-1,California,-1,California - Davis
2024,1,weekb1,2024-08-31,team1Home,-1,Wagner,-1,Houston Christian
2024,1,weekb1,2024-08-31,team1Home,-1,Liberty,-1,Campbell
2024,1,weekb1,2024-08-31,team1Home,-1,Albany,-1,Long Island
2024,1,weekb1,2024-08-31,team1Home,-1,Arkansas State,-1,Central Arkansas
2024,1,weekb1,2024-08-31,team1Home,-1,Charleston Southern,-1,The Citadel
2024,1,weekb1,2024-08-31,team1Home,-1,Cincinnati,-1,Towson
2024,1,weekb1,2024-08-31,team1Home,-1,Maryland,-1,Connecticut
2024,1,weekb1,2024-08-31,team1Home,-1,Texas Tech,-1,Abilene Christian
2024,1,weekb1,2024-08-31,team1Home,-1,Sacred Heart,-1,Delaware State
2024,1,weekb1,2024-08-31,team1Home,-1,Utah Tech,-1,Montana State
2024,1,weekb1,2024-08-31,team1Home,-1,East Carolina,-1,Norfolk State
2024,1,weekb1,2024-08-31,team1Home,-1,Appalachian State,-1,East Tennessee State
2024,1,weekb1,2024-08-31,team1Home,-1,Mississippi State,-1,Eastern Kentucky
2024,1,weekb1,2024-08-31,team1Home,-1,Massachusetts,-1,Eastern Michigan
2024,1,weekb1,2024-08-31,team1Home,-1,Florida,-1,Miami - Florida
2024,1,weekb1,2024-08-31,team1Home,-1,Florida A&M,-1,South Carolina State
2024,1,weekb1,2024-08-31,team1Home,-1,Indiana,-1,Florida International
2024,1,weekb1,2024-08-31,team1Home,-1,Mississippi,-1,Furman
2024,1,weekb1,2024-08-31,team1Home,-1,Georgia Southern,-1,Boise State
2024,1,weekb1,2024-08-31,team1Home,-1,Georgia Tech,-1,Georgia State
2024,1,weekb1,2024-08-31,team1Home,-1,Arizona,-1,New Mexico
2024,1,weekb1,2024-08-31,team1Home,-1,Arizona State,-1,Wyoming
2024,1,weekb1,2024-08-31,team1Home,-1,Hampton,-1,Morgan State
2024,1,weekb1,2024-08-31,team1Home,-1,Hawaii,-1,California - Los Angeles
2024,1,weekb1,2024-08-31,team1Home,-1,Rhode Island,-1,Holy Cross
2024,1,weekb1,2024-08-31,team1Home,-1,Southern Methodist,-1,Houston Christian
2024,1,weekb1,2024-08-31,team1Home,-1,Oregon,-1,Idaho
2024,1,weekb1,2024-08-31,team1Home,-1,Oregon State,-1,Idaho State
2024,1,weekb1,2024-08-31,team1Home,-1,Iowa,-1,Illinois State
2024,1,weekb1,2024-08-31,team1Home,-1,Incarnate Word,-1,Northern Colorado
2024,1,weekb1,2024-08-31,team1Home,-1,Purdue,-1,Indiana State
2024,1,weekb1,2024-08-31,team1Home,-1,Iowa State,-1,North Dakota
2024,1,weekb1,2024-08-31,team1Home,-1,North Carolina - Charlotte,-1,James Madison
2024,1,weekb1,2024-08-31,team1Home,-1,Texas - San Antonio,-1,Kennesaw State
2024,1,weekb1,2024-08-31,team1Home,-1,Pittsburgh,-1,Kent State
2024,1,weekb1,2024-08-31,team1Home,-1,Texas State - San Marcos,-1,Lamar
2024,1,weekb1,2024-08-31,team1Home,-1,Auburn,-1,Alabama A&M
2024,1,weekb1,2024-08-31,team1Home,-1,Louisiana Tech,-1,Nicholls State
2024,1,weekb1,2024-08-31,team1Home,-1,Louisville,-1,Austin Peay
2024,1,weekb1,2024-08-31,team1Home,-1,Air Force,-1,Merrimack
2024,1,weekb1,2024-08-31,team1Home,-1,Middle Tennessee State,-1,Tennessee Tech
2024,1,weekb1,2024-08-31,team1Home,-1,Tennessee State,-1,Mississippi Valley State
2024,1,weekb1,2024-08-31,team1Home,-1,Montana,-1,Missouri State
2024,1,weekb1,2024-08-31,team1Home,-1,Troy State,-1,Nevada - Reno
2024,1,weekb1,2024-08-31,team1Home,-1,Houston,-1,Nevada - Las Vegas
2024,1,weekb1,2024-08-31,team1Home,-1,New Mexico State,-1,Southeast Missouri State
2024,1,weekb1,2024-08-31,team1Home,-1,Memphis,-1,North Alabama
2024,1,weekb1,2024-08-31,team1Home,-1,Baylor,-1,Tarleton State
2024,1,weekb1,2024-08-31,team1Home,-1,Northern Illinois,-1,Western Illinois
2024,1,weekb1,2024-08-31,team1Home,-1,Syracuse,-1,Ohio
2024,1,weekb1,2024-08-31,team1Home,-1,South Carolina,-1,Old Dominion
2024,1,weekb1,2024-08-31,team1Home,-1,West Virginia,-1,Penn State
2024,1,weekb1,2024-08-31,team1Home,-1,Washington State,-1,Portland State
2024,1,weekb1,2024-08-31,team1Home,-1,Prairie View,-1,Texas Southern
2024,1,weekb1,2024-08-31,team1Home,-1,Virginia,-1,Richmond
2024,1,weekb1,2024-08-31,team1Home,-1,Utah State,-1,Robert Morris
2024,1,weekb1,2024-08-31,team1Home,-1,Dayton,-1,Saint Francis - Pennsylvania
2024,1,weekb1,2024-08-31,team1Home,-1,South Florida,-1,Bethune - Cookman
2024,1,weekb1,2024-08-31,team1Home,-1,Rice,-1,Sam Houston State
2024,1,weekb1,2024-08-31,team1Home,-1,San Diego State,-1,Texas A&M-Commerce
2024,1,weekb1,2024-08-31,team1Home,-1,South Alabama,-1,North Texas
2024,1,weekb1,2024-08-31,team1Home,-1,Oklahoma State,-1,South Dakota State
2024,1,weekb1,2024-08-31,team1Home,-1,McNeese State,-1,Southern
2024,1,weekb1,2024-08-31,team1Home,-1,Marshall,-1,Stony Brook
2024,1,weekb1,2024-08-31,team1Home,-1,Tennessee,-1,Tennessee - Chattanooga
2024,1,weekb1,2024-08-31,team1Home,-1,Kansas State,-1,Tennessee - Martin
