Season,RoundNumber,RoundName,Date,HomeFlag,Score1,Team1,Score2,Team2
2026,0,weekb0,2026-08-27,team1Home,-1,Lindenwood,-1,Charleston Southern
2026,0,weekb0,2026-08-27,team1Home,-1,Murray State,-1,Eastern Illinois
2026,0,weekb0,2026-08-27,team1Home,-1,Towson,-1,Maine
2026,0,weekb0,2026-08-27,team1Home,-1,Austin Peay,-1,Gardner - Webb
2026,0,weekb0,2026-08-27,team1Home,-1,Nicholls State,-1,Mississippi Valley State
2026,0,weekb0,2026-08-27,team1Home,-1,North Dakota,-1,Long Island
2026,0,weekb0,2026-08-27,team1Home,-1,Southeast Louisiana,-1,Houston Christian
2026,0,weekb0,2026-08-27,team1Home,-1,Delaware State,-1,Stony Brook
2026,0,weekb0,2026-08-27,team1Home,-1,West Georgia,-1,Tennessee - Chattanooga
2026,0,weekb0,2026-08-27,team1Home,-1,Youngstown State,-1,Mercyhurst
2026,0,weekb0,2026-08-27,team1Home,-1,Tennessee - Martin,-1,Central Arkansas
2026,0,weekb0,2026-08-27,team1Home,-1,West Florida,-1,Southern Illinois
2026,0,weekb0,2026-08-28,team1Home,-1,Albany,-1,New Hampshire
2026,0,weekb0,2026-08-28,team1Home,-1,Fordham,-1,Colgate
2026,0,weekb0,2026-08-28,team1Home,-1,California Poly,-1,Idaho
2026,0,weekb0,2026-08-28,team1Home,-1,New Haven,-1,Marist
2026,0,weekb0,2026-08-28,team1Home,-1,Merrimack,-1,Rhode Island
2026,0,weekb0,2026-08-28,team1Home,-1,Northern Colorado,-1,Weber State
2026,0,weekb0,2026-08-29,team1Home,-1,Florida State,-1,New Mexico State
2026,0,weekb0,2026-08-29,neutral,-1,Texas Christian,-1,North Carolina
2026,0,weekb0,2026-08-29,neutral,-1,North Carolina State,-1,Virginia
2026,0,weekb0,2026-08-29,team1Home,-1,Stanford,-1,Hawaii
2026,0,weekb0,2026-08-29,team1Home,-1,Nevada - Las Vegas,-1,Memphis
2026,0,weekb0,2026-08-29,neutral,-1,Southern,-1,Alabama State
2026,0,weekb0,2026-08-29,team1Home,-1,East Tennessee State,-1,Campbell
2026,0,weekb0,2026-08-29,team1Home,-1,Wofford,-1,The Citadel
2026,0,weekb0,2026-08-29,team1Home,-1,Utah Tech,-1,Montana State
2026,0,weekb0,2026-08-29,team1Home,-1,Western Carolina,-1,Eastern Kentucky
2026,0,weekb0,2026-08-29,team1Home,-1,Northern Arizona,-1,Eastern Washington
2026,0,weekb0,2026-08-29,team1Home,-1,Hampton,-1,Houston Christian
2026,0,weekb0,2026-08-29,team1Home,-1,Holy Cross,-1,Lehigh
2026,0,weekb0,2026-08-29,team1Home,-1,Indiana State,-1,Southeast Missouri State
2026,0,weekb0,2026-08-29,team1Home,-1,Tennessee State,-1,Jackson State
2026,0,weekb0,2026-08-29,team1Home,-1,North Dakota State,-1,Jacksonville State
2026,0,weekb0,2026-08-29,team1Home,-1,Lamar,-1,Abilene Christian
2026,0,weekb0,2026-08-29,team1Home,-1,McNeese State,-1,Stephen F. Austin
2026,0,weekb0,2026-08-29,team1Home,-1,Tennessee Tech,-1,Monmouth
2026,0,weekb0,2026-08-29,team1Home,-1,North Carolina A&T,-1,Morgan State
2026,0,weekb0,2026-08-29,team1Home,-1,Norfolk State,-1,Winston-Salem
2026,0,weekb0,2026-08-29,neutral,-1,Samford,-1,North Alabama
2026,0,weekb0,2026-08-29,team1Home,-1,Texas Southern,-1,North Carolina Central
2026,0,weekb0,2026-08-29,team1Home,-1,Portland State,-1,California - Davis
2026,0,weekb0,2026-08-29,team1Home,-1,Tarleton State,-1,Prairie View
2026,0,weekb0,2026-08-29,team1Home,-1,Wagner,-1,Robert Morris
2026,0,weekb0,2026-08-29,team1Home,-1,South Carolina State,-1,Savannah State
2026,0,weekb0,2026-08-29,team1Home,-1,South Dakota,-1,Central Connecticut
2026,0,weekb0,2026-08-29,team1Home,-1,Montana,-1,Southern Utah
2026,0,weekb0,2026-08-29,team1Home,-1,Stonehill,-1,Bryant
2026,0,weekb0,2026-08-29,team1Home,-1,Villanova,-1,William & Mary
2026,0,weekb0,2026-08-29,team1Home,-1,Idaho State,-1,Virginia Military
